ID,Family_Income,Teacher_Quality,School_Type,Peer_Influence,Physical_Activity,Learning_Disabilities,Parental_Education_Level,Distance_from_Home,Gender,Exam_Score
431,High,Medium,Private,Neutral,2,No,High School,Far,Male,62
432,Medium,High,Public,Neutral,3,No,Postgraduate,Moderate,Female,70
433,Low,Medium,Private,Neutral,3,No,College,Near,Male,66
434,Low,Medium,Private,Positive,4,No,High School,Near,Female,67
435,Medium,High,Public,Positive,3,No,High School,Near,Female,72
436,Low,High,Private,Negative,3,No,Postgraduate,Near,Female,66
437,Medium,Medium,Public,Negative,2,Yes,College,Moderate,Female,68
438,Low,Medium,Public,Negative,4,No,High School,Moderate,Male,62
439,High,High,Private,Positive,3,Yes,Postgraduate,Moderate,Male,64
440,Low,Medium,Public,Neutral,5,No,Postgraduate,Near,Female,65
441,Medium,High,Public,Negative,3,No,Postgraduate,Moderate,Male,66
442,Low,High,Private,Neutral,3,No,High School,Near,Female,64
443,Low,Medium,Public,Neutral,3,No,College,Near,Male,67
444,Medium,Medium,Public,Negative,4,No,College,Near,Female,69
445,Medium,Low,Public,Positive,5,No,Postgraduate,Moderate,Male,68
446,Low,Low,Public,Neutral,4,No,High School,Near,Male,64
447,High,Medium,Private,Neutral,2,No,High School,Moderate,Female,68
448,Medium,Low,Public,Positive,3,No,High School,Near,Male,64
449,High,Medium,Public,Negative,1,No,Postgraduate,Near,Male,71
450,Low,Medium,Public,Negative,2,No,High School,Far,Male,61
451,Low,Medium,Public,Negative,3,No,College,Near,Male,68
452,High,Medium,Public,Neutral,5,No,,Near,Male,73
453,Medium,Medium,Public,Positive,1,No,College,Near,Male,64
454,Low,Medium,Public,Positive,4,Yes,Postgraduate,Far,Male,72
455,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,65
456,Medium,High,Public,Positive,4,No,High School,Near,Female,68
457,Low,High,Public,Positive,3,No,High School,Near,Male,71
458,Medium,,Public,Negative,3,Yes,Postgraduate,Near,Male,65
459,Medium,Medium,Private,Positive,2,No,High School,Near,Male,66
460,Medium,Low,Public,Positive,1,No,Postgraduate,Moderate,Female,63
461,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Male,74
462,Medium,High,Private,Neutral,4,Yes,High School,Near,Female,66
463,Medium,High,Public,Neutral,3,No,College,Moderate,Male,63
464,High,Medium,Private,Neutral,4,No,High School,Moderate,Male,72
465,High,High,Public,Positive,2,No,College,Far,Female,69
466,Medium,High,Public,Positive,4,No,College,Near,Male,67
467,Low,Medium,Private,Neutral,3,No,High School,Near,Male,66
468,Low,High,Private,Negative,5,No,High School,Moderate,Female,64
469,Medium,High,Public,Negative,2,No,College,Near,Female,67
470,Low,Medium,Public,Positive,3,No,College,Near,Female,69
471,Low,High,Public,Negative,2,No,College,,Female,65
472,Medium,Medium,Public,Neutral,2,No,College,Near,Female,64
473,High,Low,Public,Neutral,4,No,High School,Near,Female,65
474,Low,High,Private,Positive,1,Yes,High School,Near,Male,72
475,Low,High,Public,Negative,2,No,High School,Moderate,Female,66
476,Low,Medium,Public,Neutral,3,No,College,Near,Female,66
477,Low,Low,Private,Positive,3,No,College,Moderate,Male,67
478,High,Medium,Private,Negative,3,Yes,Postgraduate,Moderate,Male,69
479,Low,Medium,Public,Negative,3,No,High School,Near,Male,73
480,Medium,Medium,Public,Neutral,3,No,College,Near,Female,69
481,Low,Medium,Private,Neutral,4,Yes,High School,Near,Male,68
482,Low,Medium,Public,Positive,3,No,High School,Moderate,Female,61
483,Low,Medium,Public,Positive,4,No,High School,Near,Male,63
484,Low,Medium,Public,Positive,2,No,High School,Far,Female,63
485,Low,High,Public,Neutral,2,No,College,Near,Male,68
486,Low,Medium,Public,Neutral,3,No,Postgraduate,Near,Female,63
487,Medium,Medium,Private,Positive,4,Yes,Postgraduate,Near,Female,66
488,Low,Medium,Public,Negative,4,No,High School,Moderate,Female,65
489,Low,Medium,Public,Neutral,1,Yes,College,Near,Female,68
490,Low,Medium,Public,Negative,4,No,College,Near,Female,66
491,Medium,Medium,Public,Positive,5,No,Postgraduate,Moderate,Male,66
492,Low,Medium,Private,Negative,4,No,High School,Near,Male,70
493,Medium,Medium,Public,Negative,2,No,High School,Near,Female,61
494,Low,High,Private,Negative,3,No,High School,Moderate,Male,61
495,Low,High,Private,Negative,4,No,High School,Moderate,Male,71
496,Medium,Medium,Public,Negative,2,No,High School,Near,Male,67
497,Medium,High,Public,Negative,3,No,College,Near,Male,70
498,Low,Medium,Private,Negative,4,No,College,Moderate,Male,69
499,Medium,Medium,Public,Neutral,4,No,High School,Near,Female,65
500,Medium,Medium,Public,Positive,2,No,High School,Moderate,Male,61
501,Low,Medium,Public,Positive,4,No,Postgraduate,Near,Male,68
502,Low,Medium,Public,Positive,2,No,High School,Near,Male,74
503,Medium,Medium,Public,Negative,3,No,High School,Near,Female,67
504,High,Medium,Public,Negative,1,No,High School,Near,Female,70
505,High,High,Private,Neutral,2,Yes,High School,Moderate,Female,59
506,Medium,High,Private,Neutral,2,No,College,Near,Male,64
507,Medium,High,Public,Positive,4,No,College,Near,Female,66
508,Medium,Medium,Public,Neutral,3,No,High School,Far,Female,63
509,High,Medium,Public,Neutral,3,No,College,Near,Female,61
510,Low,Medium,Public,Neutral,4,No,High School,Moderate,Female,68
511,Medium,Medium,Private,Positive,3,No,High School,Far,Male,65
512,Medium,Medium,Private,Neutral,4,No,High School,Far,Male,69
513,Low,Medium,Private,Neutral,4,No,High School,Moderate,Male,68
514,High,High,Public,Positive,2,No,High School,Near,Male,69
515,Low,High,Public,Neutral,2,No,College,Far,Female,67
516,High,Medium,Public,Neutral,1,No,College,Moderate,Female,70
517,Low,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Female,68
518,High,Medium,Public,Positive,4,No,College,Near,Male,67
519,Low,Medium,Public,Neutral,3,No,High School,Far,Male,67
520,Medium,Medium,Public,Positive,3,No,College,Moderate,Male,75
521,Low,Medium,Public,Negative,4,No,College,Moderate,Male,63
522,Low,Medium,Public,Positive,5,No,High School,Near,Male,70
523,High,High,Public,Positive,4,No,High School,Near,Female,70
524,Medium,Medium,Public,Neutral,4,Yes,High School,Far,Male,64
525,Medium,Low,Public,Neutral,3,No,College,Near,Female,59
526,High,Low,Public,Neutral,3,No,High School,Near,Male,63
527,Medium,Medium,Public,Positive,4,No,Postgraduate,Moderate,Female,67
528,Medium,Medium,Private,Negative,2,Yes,High School,Near,Male,68
529,Medium,High,Private,Negative,3,No,Postgraduate,Near,Male,68
530,Low,High,Private,Neutral,2,No,High School,Near,Female,97
531,Low,Low,Public,Positive,4,No,College,Near,Female,66
532,Medium,Medium,Public,Neutral,3,No,Postgraduate,Near,Male,61
533,High,Medium,Public,Positive,3,No,College,Near,Male,70
534,Medium,Low,Public,Positive,1,No,Postgraduate,Near,Male,65
535,Medium,Medium,Public,Positive,2,No,High School,Moderate,Female,64
536,Medium,Medium,Public,Positive,4,No,High School,Far,Female,69
537,Medium,Medium,Private,Negative,2,No,High School,Near,Male,64
538,Low,High,Private,Negative,2,No,Postgraduate,Near,Male,61
539,High,Medium,Public,Positive,2,No,High School,Near,Female,64
540,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Male,68
541,High,High,Public,Positive,3,Yes,High School,Far,Female,67
542,Low,Low,Public,Positive,3,Yes,High School,Near,Male,62
543,Low,High,Public,Neutral,2,No,High School,Near,Female,66
544,Low,Medium,Public,Neutral,4,No,High School,Moderate,Male,72
545,High,High,Public,Positive,3,No,College,Moderate,Male,68
546,High,Medium,Public,Positive,3,No,High School,Near,Male,71
547,Medium,Medium,Public,Positive,2,No,High School,Moderate,Female,65
548,Medium,Low,Private,Neutral,3,No,High School,Moderate,Female,68
549,Low,High,Public,Neutral,5,No,High School,Far,Female,65
550,Medium,Medium,Public,Neutral,4,No,High School,Near,Female,64
551,Medium,Medium,Public,Positive,4,Yes,High School,Far,Male,65
552,Low,High,Private,Negative,4,Yes,High School,Near,Male,65
553,Medium,High,Private,Negative,3,No,College,Moderate,Female,73
554,Low,High,Public,Positive,3,No,Postgraduate,Near,Male,72
555,Medium,Medium,Private,Negative,1,No,College,Near,Male,64
556,Low,Medium,Public,Positive,4,Yes,Postgraduate,Moderate,Male,69
557,High,Medium,Private,Positive,3,No,High School,Near,Male,69
558,Medium,Medium,Public,Positive,2,No,High School,Near,Male,70
559,Low,Medium,Public,Positive,3,No,High School,Near,Female,83
560,Low,Medium,Private,Neutral,5,No,Postgraduate,Near,Female,68
561,Low,High,Public,Neutral,3,Yes,College,Near,Female,84
562,Medium,High,Public,Negative,3,No,Postgraduate,Far,Female,75
563,Medium,Medium,Public,Neutral,5,No,Postgraduate,Near,Female,67
564,High,Medium,Private,Positive,4,No,Postgraduate,Near,Male,69
565,Medium,Medium,Public,Positive,4,No,High School,Near,Male,71
566,Medium,Medium,Public,Positive,5,No,College,Near,Female,66
567,Medium,Medium,Public,Positive,2,No,College,Near,Male,65
568,High,Medium,Private,Positive,5,No,College,Near,Male,70
569,Low,High,Public,Negative,4,No,Postgraduate,Near,Male,66
570,Medium,High,Public,Positive,4,No,Postgraduate,Near,Male,74
571,High,,Private,Neutral,4,No,High School,Moderate,Male,66
572,Low,Medium,Public,Neutral,2,No,High School,Moderate,Male,68
573,Low,Medium,Public,Positive,1,No,College,Near,Male,68
574,Medium,Medium,Public,Positive,3,Yes,College,Near,Female,62
575,Medium,Medium,Private,Neutral,2,No,Postgraduate,Moderate,Male,71
576,Low,Medium,Public,Negative,2,No,College,Near,Female,63
577,Medium,Low,Public,Neutral,3,No,High School,Far,Male,69
578,Medium,Medium,Public,Negative,0,No,College,Near,Male,71
579,Medium,Medium,Public,Positive,2,No,Postgraduate,Near,Male,66
580,Low,Medium,Public,Positive,2,No,Postgraduate,Moderate,Male,64
581,Low,Medium,Public,Positive,2,No,High School,Moderate,Female,65
582,Medium,Low,Public,Positive,2,No,High School,Near,Female,69
583,Medium,High,Private,Positive,3,No,High School,Near,Female,66
584,Medium,Medium,Public,Negative,4,No,High School,Near,Female,67
585,Low,Medium,Public,Negative,5,No,High School,Far,Male,65
586,Low,Medium,Public,Negative,2,No,College,Moderate,Male,65
587,Low,Medium,Private,Positive,4,No,High School,Near,Male,67
588,Medium,Medium,Public,Neutral,3,No,College,Near,Male,66
589,High,Low,Public,Positive,1,No,High School,Near,Male,69
590,Low,Medium,Public,Negative,2,No,College,,Male,64
591,High,High,Private,Neutral,4,No,High School,Near,Male,70
592,Low,Medium,Public,Positive,3,No,Postgraduate,Moderate,Male,68
593,Medium,Medium,Public,Negative,1,No,,Near,Male,68
594,High,,Private,Positive,3,No,High School,Near,Female,69
595,High,Medium,Public,Positive,2,No,High School,Moderate,Female,68
596,Medium,Medium,Public,Neutral,2,Yes,College,Near,Female,70
597,Low,High,Public,Neutral,3,No,High School,Near,Female,67
598,Low,Medium,Public,Positive,3,No,College,Near,Male,72
599,Low,Medium,Public,Neutral,4,No,High School,Near,Male,69
600,Medium,Low,Private,Positive,3,No,High School,Moderate,Male,69
601,Low,Medium,Public,Positive,4,No,College,Moderate,Female,64
602,Medium,Medium,Public,Neutral,3,No,High School,Near,Female,63
603,Medium,High,Public,Neutral,3,Yes,High School,Near,Male,70
604,Medium,Medium,Private,Positive,3,No,High School,Near,Male,70
605,Medium,Medium,Public,Negative,2,No,College,Near,Female,66
606,Low,Medium,Public,Neutral,4,No,Postgraduate,Near,Female,70
607,High,Medium,Public,Positive,2,No,Postgraduate,Near,Female,66
608,Low,Medium,Public,Negative,5,No,College,Near,Male,68
609,Medium,Medium,Public,Positive,4,No,College,Near,Male,61
610,High,Medium,Private,Negative,4,No,College,Moderate,Female,72
611,Medium,Medium,Public,Negative,2,No,High School,Moderate,Female,69
612,Medium,Low,Public,Neutral,4,No,,Far,Female,63
613,Medium,Medium,Private,Neutral,5,No,High School,Near,Male,72
614,High,Medium,Private,Neutral,4,No,College,Moderate,Male,65
615,High,Medium,Public,Negative,5,No,High School,Moderate,Female,74
616,High,Medium,Public,Negative,4,No,High School,Far,Male,62
617,Low,Medium,Private,Neutral,4,No,Postgraduate,Near,Male,65
618,Low,High,Public,Neutral,4,No,High School,Moderate,Female,68
619,Medium,Medium,Public,Positive,2,Yes,,Near,Male,66
620,High,Medium,Public,Negative,4,No,Postgraduate,Moderate,Male,71
621,Medium,Medium,Public,Neutral,2,Yes,Postgraduate,Near,Female,62
622,Low,Medium,Public,Positive,2,No,High School,Moderate,Female,65
623,High,Medium,Public,Neutral,3,No,Postgraduate,Moderate,Male,68
624,Medium,High,Public,Positive,3,No,High School,Near,Male,70
625,Medium,,Private,Positive,2,No,High School,Near,Female,67
626,Low,Medium,Public,Negative,4,No,High School,Near,Female,63
627,Low,High,Private,Negative,2,No,High School,Near,Female,63
628,Medium,High,Public,Neutral,3,No,High School,Near,Male,69
629,Medium,Medium,Public,Neutral,3,No,Postgraduate,Near,Male,66
630,Low,Medium,Public,Positive,3,No,High School,Moderate,Female,70
631,Low,High,Public,Positive,3,No,College,Near,Female,63
632,Medium,Medium,Private,Positive,4,Yes,College,Moderate,Female,72
633,Medium,Medium,Public,Neutral,3,Yes,College,Moderate,Male,65
634,High,Medium,Public,Positive,4,No,Postgraduate,Far,Male,67
635,High,Medium,Private,Positive,3,Yes,High School,Moderate,Male,63
636,Low,High,Public,Negative,5,No,High School,Near,Female,65
637,Low,Medium,Public,Neutral,1,Yes,High School,Moderate,Female,67
638,Medium,Medium,Public,Neutral,0,Yes,Postgraduate,Near,Male,80
639,Low,Medium,Public,Neutral,3,No,College,Far,Male,68
640,Low,High,Public,Negative,2,No,College,Moderate,Male,63
641,Medium,Medium,Private,Positive,3,No,College,Moderate,Male,64
642,Medium,Low,Public,Positive,3,No,High School,Near,Female,73
643,Medium,High,Public,Negative,1,Yes,Postgraduate,Near,Female,66
644,Low,Medium,Public,Negative,3,No,College,Moderate,Male,66
645,Medium,Medium,Public,Neutral,4,No,High School,Moderate,Male,66
646,Medium,Low,Public,Neutral,2,No,High School,Near,Female,69
647,Medium,High,Public,Negative,4,No,High School,Far,Male,59
648,Low,Medium,Private,Neutral,1,No,High School,Near,Male,68
649,Low,Medium,Private,Neutral,3,No,Postgraduate,Moderate,Female,67
650,Medium,Medium,Public,Neutral,4,Yes,High School,Moderate,Female,64
651,Low,Low,Private,Negative,4,No,High School,Near,Female,65
652,Low,Medium,Public,Positive,4,No,College,Near,Male,68
653,Medium,Medium,Public,Positive,3,No,Postgraduate,Moderate,Male,70
654,Medium,High,Public,Neutral,0,No,High School,Near,Male,62
655,Low,Medium,Private,Positive,2,No,High School,Near,Male,72
656,Medium,Medium,Private,Positive,4,No,High School,Moderate,Female,62
657,Low,Medium,Public,Negative,4,No,Postgraduate,Moderate,Male,68
658,Low,High,Private,Negative,4,No,High School,Near,Female,69
659,High,High,Public,Positive,5,No,High School,Near,Male,73
660,Medium,Medium,Private,Negative,5,No,Postgraduate,Near,Male,69
661,Medium,Medium,Public,Neutral,3,No,High School,Moderate,Female,67
662,Low,Low,Private,Neutral,3,No,Postgraduate,Near,Male,65
663,Medium,Medium,Public,Positive,3,No,Postgraduate,Moderate,Male,63
664,Low,Medium,Public,Positive,2,No,High School,Moderate,Male,66
665,Low,High,Public,Positive,2,No,College,Near,Male,66
666,Low,High,Public,Neutral,2,No,Postgraduate,Near,Male,70
667,High,Medium,Public,Neutral,3,No,Postgraduate,Far,Male,69
668,High,Medium,Public,Positive,4,No,High School,Near,Female,70
669,Medium,High,Private,Negative,3,No,High School,Moderate,Female,58
670,High,Medium,Private,Positive,3,No,High School,Far,Male,67
671,Low,,Public,Positive,3,No,High School,Far,Male,73
672,Medium,Medium,Public,Neutral,2,No,High School,Near,Female,66
673,Medium,Medium,Public,Neutral,3,No,High School,Near,Male,70
674,Medium,Medium,Private,Positive,2,No,Postgraduate,Far,Female,67
675,Low,Low,Private,Positive,3,Yes,High School,Moderate,Female,60
676,Low,Low,Public,Positive,3,No,College,Near,Male,65
677,Medium,High,Private,Positive,2,No,Postgraduate,Near,Female,63
678,Medium,High,Private,Positive,3,No,High School,Near,Female,72
679,Low,Medium,Private,Neutral,5,No,High School,Moderate,Female,62
680,Medium,High,Public,Neutral,3,No,Postgraduate,Near,Male,70
681,Low,High,Public,Negative,1,No,College,Moderate,Male,70
682,Low,Medium,Public,Neutral,4,No,High School,Moderate,Female,64
683,Low,Medium,Public,Neutral,4,No,High School,Moderate,Male,64
684,Medium,High,Private,Positive,5,No,,Moderate,Female,67
685,Medium,High,Public,Negative,1,No,,Moderate,Male,64
686,High,High,Public,Positive,4,No,High School,Near,Male,72
687,Medium,Medium,Private,Negative,3,No,College,Near,Female,66
688,Medium,Medium,Public,Negative,4,No,High School,Moderate,Female,66
689,Low,High,Public,Positive,2,No,Postgraduate,Near,Female,71
690,Low,Medium,Public,Negative,5,No,Postgraduate,Near,Female,66
691,Low,High,Public,Neutral,2,No,High School,Near,Male,64
692,Medium,Medium,Private,Negative,2,No,College,Near,Male,66
693,Low,Medium,Public,Negative,3,No,High School,Moderate,Female,62
694,Low,Medium,Public,Neutral,4,No,High School,Moderate,Male,70
695,Medium,High,Private,Neutral,3,No,High School,Near,Female,69
696,Low,Medium,Private,Neutral,4,No,High School,Moderate,Male,65
697,Medium,High,Public,Neutral,3,No,High School,Near,Male,70
698,High,Medium,Public,Positive,3,No,High School,Moderate,Male,70
699,High,High,Public,Positive,2,No,College,Near,Male,67
700,Low,High,Public,Positive,3,No,High School,Moderate,Female,69
701,Low,High,Public,Neutral,5,Yes,High School,Near,Female,62
702,Low,Medium,Private,Positive,4,No,High School,Near,Female,67
703,Low,Medium,Public,Positive,6,No,College,Moderate,Male,65
704,Low,Medium,Public,Positive,4,No,High School,Near,Male,65
705,Low,,Public,Neutral,3,No,Postgraduate,Far,Male,65
706,Low,Medium,Public,Positive,2,No,High School,Moderate,Male,69
707,Medium,Medium,Public,Neutral,4,No,High School,Near,Male,63
708,Medium,Medium,Public,Negative,2,No,College,Moderate,Male,66
709,Medium,Medium,Public,Positive,2,Yes,High School,Near,Male,67
710,Medium,Medium,Public,Negative,3,No,College,Near,Male,69
711,Low,High,Public,Neutral,2,No,High School,Far,Male,67
712,Medium,High,Private,Neutral,4,No,High School,Near,Male,70
713,High,Medium,Private,Negative,2,No,High School,Moderate,Male,67
714,Low,Medium,Public,Neutral,4,No,High School,Near,Male,70
715,Low,Low,Private,Negative,3,No,High School,Moderate,Female,65
716,Medium,High,Public,Negative,3,Yes,College,Near,Male,63
717,High,Medium,Public,Neutral,3,No,High School,Near,Female,64
718,High,Medium,Public,Negative,3,No,High School,Far,Male,69
719,Low,Medium,Public,Positive,4,No,High School,Near,Female,60
720,Low,Medium,Public,Positive,3,No,High School,Moderate,Male,69
721,High,Medium,Private,Positive,2,No,High School,Near,Female,72
